plaza,cantidad_plazas,remuneracion_min,remuneracion_max
DIRECTOR DE FOMENTO A GRANDES EMPRESAS,1,"38,852","38,852"
DIRECTOR DE FOMENTO A LA MICRO EMPRESA,1,"38,852","38,852"
DIRECTOR DE FOMENTO A LA PEQUEÑA Y MEDIANA EMPRESA,1,"38,852","38,852"
DIRECTOR DE FOMENTO ACUICOLA Y PESQUERO,1,"42,130","42,130"
DIRECTOR DE FOMENTO ARTÍSTICO Y DE ENSEÑANZA,1,"34,487","34,487"
DIRECTOR DE FORMACION A PADRES DE FAMILIA,1,"39,023","39,023"
DIRECTOR DE FORMACION CONTINUA,1,"55,131","55,131"
DIRECTOR DE FORMACION INTEGRAL,1,"62,968","62,968"
DIRECTOR DE FORMACION Y CAPACITACION,1,"45,429","45,429"
DIRECTOR DE FORTALECIMIENTO MUNICIPAL,1,"58,645","58,645"
DIRECTOR DE FOTOGRAFIA,1,"58,645","58,645"
DIRECTOR DE FUSION DE INTELIGENCIA,1,"66,873","66,873"
DIRECTOR DE GABINETE PROGRAMACION Y DICTAMENES,1,"45,429","45,429"
DIRECTOR DE GEOMATICA,1,"66,873","66,873"
DIRECTOR DE GESTION DE GOBIERNO DE INTERIOR,1,"58,645","58,645"
DIRECTOR DE GESTION DE GOBIERNO DE ZMG,1,"58,645","58,645"
DIRECTOR DE GESTION DE TRANSPORTE ESCOLAR,1,"38,852","38,852"
DIRECTOR DE GESTION FINANCIERA,1,"50,390","50,390"
DIRECTOR DE GESTION INTEGRAL DE PROYECTOS,1,"50,390","50,390"
DIRECTOR DE GESTION Y DESARROLLO INSTITUCIONAL,1,"39,023","39,023"
DIRECTOR DE GESTION Y EVALUACION DE PROFESIONALES DE LA EDUCACION,1,"39,023","39,023"
DIRECTOR DE GESTION Y SEGUIMIENTO,1,"73,783","73,783"
DIRECTOR DE INCLUSION A PERSONAS CON DISCAPACIDAD,1,"45,429","45,429"
DIRECTOR DE INCLUSION DIGITAL,1,"58,645","58,645"
DIRECTOR DE INCORPORACION REVALIDACION Y EQUIVALENCIAS,1,"29,714","29,714"
DIRECTOR DE INCORPORACIÓN REVALIDACIÓN Y EQUIVALENCIAS,1,"30,883","30,883"
DIRECTOR DE INDUSTRIAS ESTRATEGICAS,1,"38,852","38,852"
DIRECTOR DE INFORMACION ESTADISTICA Y COBERTURA DE ASEGURAMIENTO,1,"58,645","58,645"
DIRECTOR DE INFORMACION Y ESTRATEGIA,1,"66,873","66,873"
DIRECTOR DE INFORMATICA Y SISTEMAS ORGANIZACIONALES,1,"50,390","50,390"
DIRECTOR DE INFRAESTRUCTURA Y COMUNICACIONES,1,"58,645","58,645"
DIRECTOR DE INFRAESTRUCTURA Y CONSTRUCCION,1,"58,645","58,645"
DIRECTOR DE INGRESO DE PERSONAL,1,"38,852","38,852"
DIRECTOR DE INGRESOS AUTOMATIZADOS Y CONTROL VEHICULAR,1,"45,429","45,429"
DIRECTOR DE INGRESOS Y EGRESOS,1,"34,487","34,487"
DIRECTOR DE INMUEBLES,3,"34,487","42,219"
DIRECTOR DE INSPECCION,1,"36,155","36,155"
DIRECTOR DE INSPECTORIA,2,"44,221","44,221"
DIRECTOR DE INSPECTORIA A,1,"48,988","48,988"
DIRECTOR DE INTEGRACION,1,"42,130","42,130"
DIRECTOR DE INTEGRACION A CADENAS PRODUCTIVAS,1,"38,852","38,852"
DIRECTOR DE INTEGRACION DE ESTUDIOS,1,"50,390","50,390"
DIRECTOR DE INTEGRACION Y CONTROL DE EXPEDIENTES TECNICOS,1,"38,852","38,852"
DIRECTOR DE INTELIGENCIA,1,"36,155","36,155"
DIRECTOR DE INTELIGENCIA ARTIFICIAL,1,"66,873","66,873"
DIRECTOR DE INTELIGENCIA VIAL,1,"50,390","50,390"
DIRECTOR DE INTERNADO DE PRIMARIA FORANEO.,1,"15,243","15,243"
DIRECTOR DE INTERNET DE LAS COSAS IOT,1,"50,390","50,390"
DIRECTOR DE INVESTIGACION DE PERSONAS DESAPARECIDAS,1,"58,645","58,645"
DIRECTOR DE INVESTIGACION Y DESARROLLO DE RECURSOS PROFESIONALES,1,"58,645","58,645"
DIRECTOR DE INVESTIGACION Y RESPONSABILIDADES,1,"42,130","42,130"
DIRECTOR DE JURIDICO LABORAL DE LA CONSEJERIA JURIDICA,1,"66,873","66,873"
DIRECTOR DE JUVENTUDES,1,"58,645","58,645"
DIRECTOR DE LA OPERACION Y EJECUCION DE PROGRAMAS,1,"66,873","66,873"
DIRECTOR DE LA UNIDAD DE INVESTIGACION CONTRA LA CORRUPCION,1,"54,516","54,516"
DIRECTOR DE LA UNIDAD DE TRANSPARENCIA DE LA COORDINACION DE GABINETE DE SEGURIDAD PUBLIC,1,"42,130","42,130"
DIRECTOR DE LA UNIDAD DE TRANSPARENCIA DE LA SECRETARIA DE ADMINISTRACION,1,"36,155","36,155"
DIRECTOR DE LA UNIDAD MEDICA ODONTOLÓGICA,2,"34,487","42,219"
DIRECTOR DE LABORATORIO DE POLITICAS PUBLICAS,1,"58,645","58,645"
DIRECTOR DE LENGUAS EXTRANJERAS,1,"39,023","39,023"
DIRECTOR DE LICITACION,1,"58,645","58,645"
DIRECTOR DE LITIGIO LABORAL,1,"42,130","42,130"
DIRECTOR DE LO CONSULTIVO,2,"42,130","47,094"
DIRECTOR DE LO CONSULTIVO A,1,"50,390","50,390"
DIRECTOR DE LO CONSULTIVO B,1,"50,390","50,390"
DIRECTOR DE LO CONSULTIVO Y LEGISLATIVO,1,"36,155","36,155"
DIRECTOR DE LO CONTENCIOSO D,2,"42,130","42,130"
DIRECTOR DE LO CONTENCIOSO DE LA CONSEJERIA JURIDICA,1,"73,783","73,783"
DIRECTOR DE LO CONTENCIOSO DE LA FISCALIA ESTATAL,1,"36,155","36,155"
DIRECTOR DE LO CONTENCIOSO DE LA HACIENDA ESTATAL,1,"45,429","45,429"
DIRECTOR DE LO CONTENSIOSO,1,"47,094","47,094"
DIRECTOR DE MANTENIMIENTO A OBRAS METROPOLITANAS,1,"58,645","58,645"
DIRECTOR DE MAQUINARIA Y BIENES PUBLICOS E INFRAESTRUCTURA HIDROLOGICA,1,"50,390","50,390"
DIRECTOR DE MONITOREO ABIERTO DEL DESARROLLO,1,"50,390","50,390"
DIRECTOR DE MONITOREO Y SEGUIMIENTO,1,"50,390","50,390"
DIRECTOR DE ORDENAMIENTO ECOLOGICO Y TERRITORIAL,1,"50,390","50,390"
DIRECTOR DE ORGANISMOS PUBLICOS DESCENTRALIZADOS,1,"58,645","58,645"
DIRECTOR DE ORGANIZACION TERRITORIAL,1,"50,390","50,390"
DIRECTOR DE PADRON DE PROVEEDORES,1,"42,130","42,130"
DIRECTOR DE PARQUES INDUSTRIALES E INFRAESTRUCTURA PRODUCTIVA,1,"38,852","38,852"
DIRECTOR DE PARTICIPACION SOCIAL,1,"39,023","39,023"
DIRECTOR DE PATRIMONIO CULTURAL,1,"50,390","50,390"
DIRECTOR DE PLANEACION,1,"50,390","50,390"
DIRECTOR DE PLANEACION A,1,"73,783","73,783"
DIRECTOR DE PLANEACION ADMINISTRACION Y FINANZAS,1,"58,645","58,645"
DIRECTOR DE PLANEACION DE RECURSOS HUMANOS,2,"38,208","47,094"
DIRECTOR DE PLANEACION DE TRANSPORTE ESCOLAR,1,"42,130","42,130"
DIRECTOR DE PLANEACION EDUCATIVA,1,"47,094","47,094"
DIRECTOR DE PLANEACION ESTRATEGICA Y EVALUACION SECTORIAL,1,"58,645","58,645"
DIRECTOR DE PLANEACION EVALUACION Y SEGUIMIENTO,1,"58,645","58,645"
DIRECTOR DE PLANEACION INSTITUCIONAL POR RESULTADOS,1,"45,429","45,429"
DIRECTOR DE PLANEACION PARTICIPATIVA PARA EL DESARROLLO,1,"50,390","50,390"
DIRECTOR DE PLANEACION PROGRAMACION Y PRESUPUESTO,1,"47,094","47,094"
DIRECTOR DE PLANEACION PROGRAMATICA,1,"42,130","42,130"
DIRECTOR DE PLANEACION TECNICA,1,"58,645","58,645"
DIRECTOR DE PLANEACION URBANA EN CIUDADES MEDIAS,1,"50,390","50,390"
DIRECTOR DE PLANEACION Y CONTROL,2,"66,873","66,873"
DIRECTOR DE PLANEACION Y COORDINACION FISCAL,1,"45,429","45,429"
DIRECTOR DE PLANEACION Y DESARROLLO DE PRODUCTOS Y MARCA JALISCO,1,"42,130","42,130"
DIRECTOR DE PLANEACION Y ESTADISTICA CRIMINAL,1,"42,130","42,130"
DIRECTOR DE PLANEACION Y PROGRAMACION DE INFRAESTRUCTURA,1,"39,023","39,023"
DIRECTOR DE PLANEACION Y PROYECTOS ESTRATEGICOS,1,"58,645","58,645"
DIRECTOR DE PLANETARIO Y CENTRO INTERACTIVO DE JALISCO LUNARIA,1,"58,645","58,645"
DIRECTOR DE PLATAFORMA ABIERTA DE EDUCACION,1,"66,873","66,873"
DIRECTOR DE POLITICA CRIMINAL,1,"36,155","36,155"
DIRECTOR DE POLITICA FISCAL Y MEJORA HACENDARIA,1,"45,429","45,429"
DIRECTOR DE POSGRADO,1,"39,023","39,023"
DIRECTOR DE POSGRADOS EN EDUCACION,1,"47,094","47,094"
DIRECTOR DE PRECIOS UNITARIOS,1,"58,645","58,645"
DIRECTOR DE PRENSA Y MONITOREO,1,"58,645","58,645"
DIRECTOR DE PRESUPUESTO DE OBRA,1,"58,645","58,645"
DIRECTOR DE PREVENCION DE LAS VIOLENCIAS,1,"38,852","38,852"
DIRECTOR DE PREVENCION DEL DELITO,1,"36,155","36,155"
DIRECTOR DE PRIMARIA,1053,"10,729","14,139"
DIRECTOR DE PRIMARIA DE TIEMPO COMPLETO TITULADO EN LA LICEN,1,"17,091","17,091"
DIRECTOR DE PRIMARIA FORANEO.,1488,"10,836","55,727"
DIRECTOR DE PROCEDIMIENTOS LEGALES,1,"45,429","45,429"
DIRECTOR DE PROCESOS FISCALES FEDERALES,1,"58,645","58,645"
DIRECTOR DE PROFESIONALIZACION Y CAPACITACION,1,"38,852","38,852"
DIRECTOR DE PROGRAMAS COMPENSATORIOS,1,"34,487","34,487"
DIRECTOR DE PROGRAMAS COMPENSATORIOS Y DE APOYO,1,"39,023","39,023"
DIRECTOR DE PROGRAMAS DE ACOMPAÑAMIENTO PEDAGÓGICO.,1,"34,487","34,487"
DIRECTOR DE PROGRAMAS DE FOMENTO,1,"36,155","36,155"
DIRECTOR DE PROGRAMAS ESTATALES,1,"50,390","50,390"
DIRECTOR DE PROGRAMAS ESTRATEGICOS,1,"42,130","42,130"
DIRECTOR DE PROGRAMAS FEDERALES,1,"50,390","50,390"
DIRECTOR DE PROGRAMAS Y PRESUPUESTOS,1,"38,852","38,852"
DIRECTOR DE PROMOCION DE LA SALUD,1,"58,645","58,645"
DIRECTOR DE PROMOCION INTERNACIONAL,1,"38,852","38,852"
DIRECTOR DE PROMOCION NACIONAL,1,"38,852","38,852"
DIRECTOR DE PROMOCION NACIONAL E INTERNACIONAL,1,"42,130","42,130"
DIRECTOR DE PROPIEDAD INTELECTUAL,1,"42,130","42,130"
DIRECTOR DE PRORROGAS Y CONVENIOS,1,"38,852","38,852"
DIRECTOR DE PROYECTOS,2,"50,390","50,390"
DIRECTOR DE PROYECTOS A,1,"58,645","58,645"
DIRECTOR DE PROYECTOS CARRETEROS,1,"58,645","58,645"
DIRECTOR DE PROYECTOS DE INFRAESTRUCTURA ELECTRICA Y MECANICA,1,"42,130","42,130"
DIRECTOR DE PROYECTOS DE INVERSION PUBLICA Y PRIVADA,1,"42,130","42,130"
DIRECTOR DE PROYECTOS EDUCATIVOS,1,"34,487","34,487"
DIRECTOR DE PROYECTOS ESTRATEGICOS,1,"66,873","66,873"
DIRECTOR DE PROYECTOS ESTRATEGICOS A,1,"58,645","58,645"
DIRECTOR DE PROYECTOS HIDRAULICOS,1,"42,130","42,130"
DIRECTOR DE PROYECTOS MUNICIPALES,1,"58,645","58,645"
DIRECTOR DE PROYECTOS TRANSVERSALES Y ESTRATEGICOS,1,"58,645","58,645"
DIRECTOR DE PSICOPEDAGOGIA,1,"39,023","39,023"
DIRECTOR DE REC HUMANOS Y FINANCIEROS,1,"36,155","36,155"
DIRECTOR DE RECAUDACION TRIBUTARIA,1,"45,429","45,429"
DIRECTOR DE RECURSOS FINANCIEROS,1,"42,130","42,130"
DIRECTOR DE RECURSOS FINANCIEROS A,1,"45,429","45,429"
DIRECTOR DE RECURSOS FINANCIEROS C,2,"58,645","58,645"
DIRECTOR DE RECURSOS HUMANOS,1,"42,130","42,130"
DIRECTOR DE RECURSOS HUMANOS A,1,"28,072","28,072"
DIRECTOR DE RECURSOS HUMANOS B,1,"50,390","50,390"
DIRECTOR DE RECURSOS HUMANOS C,2,"58,645","58,645"
DIRECTOR DE RECURSOS MATERIALES,1,"42,130","42,130"
DIRECTOR DE RECURSOS MATERIALES Y FINANCIEROS,1,"38,852","38,852"
DIRECTOR DE RECURSOS MATERIALES Y SERVICIOS GENERALES,3,"58,645","62,968"
DIRECTOR DE REDES DE GOBERNANZA,1,"58,645","58,645"
DIRECTOR DE REGIONES PRIORITARIAS,1,"36,155","36,155"
DIRECTOR DE REGULACION DE LA ATENCION E INTERCAMBIO DE SERVICIOS,1,"66,873","66,873"
DIRECTOR DE RELACIONES LABORALES,2,"38,208","42,130"
DIRECTOR DE RELACIONES PUBLICAS,1,"42,219","42,219"
DIRECTOR DE REMUNERACION,1,"47,094","47,094"
DIRECTOR DE REPRESENTACIONES VISUALES,1,"45,429","45,429"
DIRECTOR DE RESCURSOS FINANCIEROS Y CONTROL PRESUPUESTAL,1,"38,852","38,852"
DIRECTOR DE RESPONSABILIDAD ADMINISTRATIVA,1,"36,155","36,155"
DIRECTOR DE SEC. DE 2 TURNOS,217,"16,880","22,029"
DIRECTOR DE SECUNDARIA DE 1 TURNO,57,"16,880","22,029"
DIRECTOR DE SECUNDARIA FORANEA.,138,"25,632","111,224"
DIRECTOR DE SECUNDARIA GENERAL,1,"39,023","39,023"
DIRECTOR DE SECUNDARIA PARA TRABAJADORES FORANEO.,1,"25,632","25,632"
DIRECTOR DE SECUNDARIA TECNICA,1,"39,023","39,023"
DIRECTOR DE SEGUIMIENTO A LAS POLITICAS DE IGUALDAD Y ACCESO A UNA VIDA LIBRE DE VIOLENCIA,1,"73,783","73,783"
DIRECTOR DE SEGUIMIENTO SUBSTANCIACION Y RESOLUCION,1,"42,130","42,130"
DIRECTOR DE SEGUIMIENTO Y CONTROL PRESUPUESTAL,1,"39,023","39,023"
DIRECTOR DE SEGUIMIENTO Y EVALUACIÓN DE LA GESTIÓN,2,"34,487","42,219"
DIRECTOR DE SEGURIDAD DE PATRIMONIO INMOBILIARIO,1,"73,783","73,783"
DIRECTOR DE SERVICIOS COMPLEMENTARIOS,1,"30,883","30,883"
DIRECTOR DE SERVICIOS GENERALES,1,"42,130","42,130"
DIRECTOR DE SISTEMAS,1,"58,645","58,645"
DIRECTOR DE SISTEMAS Y TECNOLOGIAS DE INFORMACION,1,"36,155","36,155"
DIRECTOR DE SOCIALIZACION,1,"58,645","58,645"
DIRECTOR DE SOPORTE TECNICO,1,"50,390","50,390"
DIRECTOR DE SUPERVISION Y ATENCION,1,"58,645","58,645"
DIRECTOR DE SUPERVISION Y VERIFICACION,1,"42,130","42,130"
DIRECTOR DE TECNOLOGIAS DE LA INFORM Y COMUNIC,2,"58,645","58,645"
DIRECTOR DE TECNOLOGIAS DE LA INFORMACION,1,"62,968","62,968"
DIRECTOR DE TENENCIA DE LA TIERRA CONVENIOS Y REGULARIZACION,1,"50,390","50,390"
DIRECTOR DE TRANSFORMACION Y ACELERACION DE NEGOCIOS,1,"38,852","38,852"
DIRECTOR DE TRANSVERSALIZACION E INSTITUCIONALIZACION DE LA PERSPECTIVA DE GENERO,1,"50,390","50,390"
DIRECTOR DE TURISMO DE PLAYA,1,"50,390","50,390"
DIRECTOR DE TURISMO RURAL Y PUEBLOS MAGICOS,1,"50,390","50,390"
DIRECTOR DE UNIDAD DE ANALISIS Y CONTEXTO,1,"58,645","58,645"
DIRECTOR DE UNIDAD DE ATENCION TEMPRANA,1,"58,645","58,645"
DIRECTOR DE UNIDAD DE DELITOS EN MATERIA DE TRATA DE PERSONAS,1,"58,645","58,645"
DIRECTOR DE UNIDAD DE DELITOS VARIOS,1,"54,516","54,516"
DIRECTOR DE UNIDAD DE DETENIDOS,1,"54,516","54,516"
DIRECTOR DE UNIDAD DE HECHOS DE SANGRE DE TRANSITO Y TRANSPORTE PUBLICO,1,"58,645","58,645"
DIRECTOR DE UNIDAD DE IMPUTADO DESCONOCIDO,1,"58,645","58,645"
DIRECTOR DE UNIDAD DE INVESTIGACION CONTRA RECURSOS DE PROCEDENCIA ILICITA,1,"54,516","54,516"
DIRECTOR DE UNIDAD DE INVESTIGACION DE DELITOS AMBIENTALES,1,"58,645","58,645"
DIRECTOR DE UNIDAD DE INVESTIGACION DE DELITOS COMETIDOS EN AGRAVIO DE NIÑAS NIÑOS Y ADOLE,1,"40,168","40,168"
DIRECTOR DE UNIDAD DE INVESTIGACION DE DELITOS COMETIDOS POR ADOLESCENTES EN CONFLICTO CO,1,"54,516","54,516"
DIRECTOR DE UNIDAD DE INVESTIGACION DE DELITOS PATRIMONIALES NO VIOLENTOS,1,"54,516","54,516"
DIRECTOR DE UNIDAD DE INVESTIGACION DE EXTORSIONES,1,"54,516","54,516"
DIRECTOR DE UNIDAD DE INVESTIGACION DE HOMICIDIOS INTENCIONALES,1,"54,516","54,516"
DIRECTOR DE UNIDAD DE INVESTIGACION DE NARCOMENUDEO,1,"54,516","54,516"
DIRECTOR DE UNIDAD DE INVESTIGACION DE ROBO A INSTITUCIONES BANCARIAS Y DE VALORES,1,"58,645","58,645"
DIRECTOR DE UNIDAD DE INVESTIGACION DE ROBO DE VEHICULOS,1,"54,516","54,516"
DIRECTOR DE UNIDAD DE INVESTIGACION DE ROBO DE VEHICULOS DE CARGA PESADA,1,"58,645","58,645"
DIRECTOR DE UNIDAD DE INVESTIGACION DE SECUESTROS,1,"54,516","54,516"
DIRECTOR DE UNIDAD DE LITIGACION,1,"54,516","54,516"
DIRECTOR DE UNIDAD DE PUESTOS DE SOCORROS,1,"54,516","54,516"
DIRECTOR DE UNIDAD DE ROBOS,1,"54,516","54,516"
DIRECTOR DE UNIDAD DE TRAMITACION MASIVA DE CASOS,1,"54,516","54,516"
DIRECTOR DE UNIDAD DE VINCULACION Y SEGUIMIENTO EN LA DEFENSA DE LOS DERECHOS HUMANOS,1,"50,390","50,390"
DIRECTOR DE UNIDAD DEL CENTRO DE ATENCION Y PROTECCION A OFENDIDOS VICTIMAS Y TESTIGOS DEL,1,"48,988","48,988"
DIRECTOR DE UNIDAD ESPECIALIZADA EN INVESTIGACION DE FEMINICIDIOS,1,"58,645","58,645"
DIRECTOR DE UNIDAD PARA LA INVESTIGACION DE DELITOS CONTRA MUJERES Y DELITOS EN RAZON DE G,1,"54,516","54,516"
DIRECTOR DE UNIDADES DE LA UNIVERSIDAD PEDAGOGICA NACIONAL,1,"39,023","39,023"
DIRECTOR DE UNIDADES REGIONALES DE SERVICIOS ESTATALES CIUDAD AUTLAN,1,"50,390","50,390"
DIRECTOR DE UNIDADES REGIONALES DE SERVICIOS ESTATALES CIUDAD GUZMAN,1,"50,390","50,390"
DIRECTOR DE UNIDADES REGIONALES DE SERVICIOS ESTATALES COLOTLAN,1,"50,390","50,390"
DIRECTOR DE UNIDADES REGIONALES DE SERVICIOS ESTATALES LAGOS DE MORENO,1,"50,390","50,390"
DIRECTOR DE UNIDADES REGIONALES DE SERVICIOS ESTATALES OCOTLAN,1,"50,390","50,390"
DIRECTOR DE UNIDADES REGIONALES DE SERVICIOS ESTATALES PUERTO VALLARTA,1,"50,390","50,390"
DIRECTOR DE VIGILANCIA E INTELIGENCIA EPIDEMIOLOGICA,1,"66,873","66,873"
DIRECTOR DE VIGILANCIA Y CUMPLIMIENTO DE OBLIGACIONES,1,"45,429","45,429"
DIRECTOR DE VINCULACION,1,"66,873","66,873"
DIRECTOR DE VINCULACION CIUDADANA,1,"50,390","50,390"
DIRECTOR DE VINCULACION CON ENTIDADES FEDERATIVAS,1,"38,852","38,852"
DIRECTOR DE VINCULACION E INTELIGENCIA COMERCIAL,1,"58,645","58,645"
DIRECTOR DE VINCULACION GESTION METROPOLITANA PROGRAMAS ESPECIALES Y ENLACE DE PROGRAM,1,"50,390","50,390"
DIRECTOR DE VINCULACION METROPOLITANA,1,"66,873","66,873"
DIRECTOR DE VINCULACION REGIONAL,1,"66,873","66,873"
DIRECTOR DE VINCULACION Y COMUNICACION SOCIAL,1,"58,645","58,645"
DIRECTOR DE VINCULACION Y OPERACION,1,"66,873","66,873"
DIRECTOR DE VISITADURIA,1,"38,852","38,852"
DIRECTOR DE VISITAS DOMICILIARIAS,1,"45,429","45,429"
DIRECTOR DE VISUALIZACION E INTERPRETACION DE DATOS,1,"42,130","42,130"
DIRECTOR DEL AREA JURIDICA Y TRANSPARENCIA,1,"58,645","58,645"
DIRECTOR DEL CENTRO DE DESARROLLO DEL PERSONAL (CEDEP),2,"35,981","38,208"
DIRECTOR DEL CENTRO DE JUSTICIA PARA LAS MUJERES,1,"58,645","58,645"
DIRECTOR DEL INSTITUTO DE FORMACION Y PROFESIONALIZACION,1,"58,645","58,645"
DIRECTOR DEL ORGANO INTERNO DE CONTROL,1,"58,645","58,645"
DIRECTOR DEL PROGRAMA PARA EL CUIDADO Y DESARROLLO INTEGRAL,1,"47,094","47,094"
DIRECTOR DEL SISTEMA ESTATAL DE INFORM SOBRE SEG,1,"32,286","32,286"
DIRECTOR EJECTIVO DE PROTECCION Y GESTION AMBIENTAL,1,"66,873","66,873"
DIRECTOR EJECUTIVO DE PLANEACION ORDENAMIENTO TERRITORIAL Y GESTION URBANA,1,"66,873","66,873"
DIRECTOR EJECUTIVO DE RECURSOS NATURALES,1,"66,873","66,873"
DIRECTOR EJECUTIVO DE TRANSVERSALIDAD Y GOBERNANZA TERRITORIAL,1,"66,873","66,873"
DIRECTOR EN MERCADOS EUROPA,1,"38,852","38,852"
DIRECTOR EN MERCADOS LATINOAMERICA,1,"38,852","38,852"
DIRECTOR EN MERCADOS NORTEAMERICA,1,"38,852","38,852"
DIRECTOR GENERAL,3,"52,580","90,438"
DIRECTOR GENERAL ADMINISTRATIVO,1,"58,645","58,645"
DIRECTOR GENERAL ADMINISTRATIVO DE INFRAESTRUCTURA,1,"66,873","66,873"
DIRECTOR GENERAL ADMINISTRATIVO DE LA CONTRALORIA,1,"58,645","58,645"
DIRECTOR GENERAL ADMINISTRATIVO DE LA FISCALIA ESTATAL,1,"73,783","73,783"
DIRECTOR GENERAL ADMINISTRATIVO DE LA SECRETARIA DE TRANSPORTE,1,"66,873","66,873"
DIRECTOR GENERAL DE ABASTECIMIENTOS,1,"90,438","90,438"
DIRECTOR GENERAL DE ADMINISTRACION,2,"50,390","50,390"
DIRECTOR GENERAL DE ADMINISTRACION A,2,"58,645","58,645"
DIRECTOR GENERAL DE ADMINISTRACION CONTABILIDAD Y SISTEMAS,1,"73,783","73,783"
DIRECTOR GENERAL DE ADMINISTRACION Y DESARROLLO DE PERSONAL,1,"90,438","90,438"
DIRECTOR GENERAL DE ADMINISTRATIVO B,1,"73,783","73,783"
DIRECTOR GENERAL DE ANALISIS Y CONTROL DEL GASTO PUBLICO,1,"69,445","69,445"
DIRECTOR GENERAL DE APOYOS SOCIALES BECAS UTILES Y UNIFORMES,1,"73,783","73,783"
DIRECTOR GENERAL DE ASUNTOS AGRARIOS,1,"73,783","73,783"
DIRECTOR GENERAL DE ASUNTOS INTERNACIONALES,1,"90,438","90,438"
DIRECTOR GENERAL DE ASUNTOS JURIDICOS ESTUDIOS LEGISLATIVOS Y TRANSPARENCIA,1,"90,438","90,438"
DIRECTOR GENERAL DE ATENCION CIUDADANA,1,"73,783","73,783"
DIRECTOR GENERAL DE ATRACCION DE INVERSION,1,"73,783","73,783"
DIRECTOR GENERAL DE AUDITORIA FISCAL,1,"73,783","73,783"
DIRECTOR GENERAL DE AUDITORIAS INTERNAS,1,"90,438","90,438"
DIRECTOR GENERAL DE CASA JALISCO,1,"73,783","73,783"
DIRECTOR GENERAL DE CIENCIA Y DESARROLLO TECNOLOGICO,1,"73,783","73,783"
DIRECTOR GENERAL DE COMERCIO EXTERIOR,1,"73,783","73,783"
DIRECTOR GENERAL DE COMERCIO INTERNO,1,"73,783","73,783"
DIRECTOR GENERAL DE COMPETITIVIDAD AGROALIMENTARIA,1,"73,783","73,783"
DIRECTOR GENERAL DE COMUNICACION DE LA UNIDAD DE ENLACE FEDERAL Y ASUNTOS INTERNACIONAL,1,"90,438","90,438"
DIRECTOR GENERAL DE CONSTRUCCION,1,"73,783","73,783"
DIRECTOR GENERAL DE CONTRALORIA SOCIAL Y VINCULACION INSTITUCIONAL,1,"58,645","58,645"
DIRECTOR GENERAL DE CONTROL Y EVALUACION A DEPENDENCIAS DEL EJECUTIVO,1,"58,645","58,645"
DIRECTOR GENERAL DE CONTROL Y EVALUACION A ENTIDADES PARAESTATALES,1,"58,645","58,645"
DIRECTOR GENERAL DE CULTURA DE PAZ,1,"73,783","73,783"
DIRECTOR GENERAL DE DELEGACIONES REGIONALES,1,"84,998","84,998"
DIRECTOR GENERAL DE DELITOS PATRIMONIALES Y FINANCIEROS,1,"96,742","96,742"
DIRECTOR GENERAL DE DESARROLLO DE TURISMO REGIONAL,1,"66,873","66,873"
DIRECTOR GENERAL DE DESARROLLO INSTITUCIONAL Y ADMINISTRACION,1,"73,783","73,783"
DIRECTOR GENERAL DE DESARROLLO REGIONAL,1,"73,783","73,783"
DIRECTOR GENERAL DE DESARROLLO RURAL,1,"66,873","66,873"
DIRECTOR GENERAL DE EDUCACIÓN NORMAL,1,"52,580","52,580"
DIRECTOR GENERAL DE EDUCACION PARA LA VIDA,1,"69,445","69,445"
DIRECTOR GENERAL DE EGRESOS,1,"90,438","90,438"
DIRECTOR GENERAL DE EMPRENDIMIENTO Y DESARROLLO EMPRESARIAL,1,"73,783","73,783"
DIRECTOR GENERAL DE ENLACE FEDERAL,1,"90,438","90,438"
DIRECTOR GENERAL DE ENLACE INSTITUCIONAL,1,"90,438","90,438"
DIRECTOR GENERAL DE ESTUDIOS ESTRATEGICOS Y DESARROLLO POLITICO,1,"73,783","73,783"
DIRECTOR GENERAL DE EVALUACION Y SEGUIMIENTO,1,"73,783","73,783"
DIRECTOR GENERAL DE FOMENTO AGROPECUARIO,1,"73,783","73,783"
DIRECTOR GENERAL DE FOMENTO ARTESANAL,1,"73,783","73,783"
DIRECTOR GENERAL DE GENERACION DE RECURSOS PROFESIONALES INVESTIGACION Y DESARROLLO,1,"73,783","73,783"
DIRECTOR GENERAL DE GESTION DE GOBIERNO,1,"90,438","90,438"
DIRECTOR GENERAL DE GESTION PUBLICA,1,"90,438","90,438"
DIRECTOR GENERAL DE GESTION Y FOMENTO A LA INFRAESTRUCTURA,1,"66,873","66,873"
DIRECTOR GENERAL DE GESTORIA,1,"73,783","73,783"
DIRECTOR GENERAL DE GOBIERNO,1,"73,783","73,783"
DIRECTOR GENERAL DE INFRAESTRUCTURA CARRETERA,1,"90,438","90,438"
DIRECTOR GENERAL DE INFRAESTRUCTURA RURAL,1,"73,783","73,783"
DIRECTOR GENERAL DE INFRAESTRUCTURA VIAL,1,"66,873","66,873"
DIRECTOR GENERAL DE INGENIERIA DE COSTOS PRESUPUESTO Y EVALUACION,1,"73,783","73,783"
DIRECTOR GENERAL DE INGRESOS,1,"90,438","90,438"
DIRECTOR GENERAL DE INNOVACION DESARROLLO EMPRESARIAL Y SOCIAL,1,"73,783","73,783"
DIRECTOR GENERAL DE INTEGRACION Y DESARROLLO SECTORIAL,1,"90,438","90,438"
