plaza,cantidad_plazas,remuneracion_min,remuneracion_max
DIRECTOR DE UNIDAD DE INVESTIG DE DELITOS PATRIM NO VIOL,1,"56,094","56,094"
DIRECTOR DE UNIDAD DE INVESTIG DE EXTORS Y FRAUDES TELEF,1,"56,094","56,094"
DIRECTOR DE UNIDAD DE INVESTIG DE HOMICIDIOS DOLOSOS,1,"56,094","56,094"
DIRECTOR DE UNIDAD DE INVESTIGACION DE DELITOS VARIOS,1,"56,094","56,094"
DIRECTOR DE UNIDAD DE INVESTIGACION DE NARCOMENUDEO,1,"56,094","56,094"
DIRECTOR DE UNIVERSIDADES TECNOLÓGICAS Y POLITÉCNICAS,1,"38,208","38,208"
DIRECTOR DE VINCULACIÓN Y COMUNICACIÓN SOCIAL,1,"56,094","56,094"
DIRECTOR DEL CENTRO DE DESARROLLO DEL PERSONAL (CEDEP),1,"38,208","38,208"
DIRECTOR DEL SISTEMA ESTATAL DE INFORM SOBRE SEG,1,"30,410","30,410"
DIRECTOR GENERAL,1,"52,580","52,580"
DIRECTOR GENERAL ADMINISTRATIVO DE CULTURA,1,"51,161","51,161"
DIRECTOR GENERAL ADMINISTRATIVO DE INFRAESTRUCTURA,1,"62,664","62,664"
DIRECTOR GENERAL ADMINISTRATIVO DE INNOVACION,1,"50,402","50,402"
DIRECTOR GENERAL ADMINISTRATIVO DE LA CONTRALORIA,1,"60,121","60,121"
DIRECTOR GENERAL ADMINISTRATIVO DE LA PROCURAD SOCIAL,1,"62,664","62,664"
DIRECTOR GENERAL ADMINISTRATIVO DE MOVILIDAD,1,"60,846","60,846"
DIRECTOR GENERAL ADMINISTRATIVO DE RURAL,1,"59,388","59,388"
DIRECTOR GENERAL ADMINISTRATIVO DE SEDECO,1,"59,516","59,516"
DIRECTOR GENERAL ADMINISTRATIVO DE SEMADET,1,"56,094","56,094"
DIRECTOR GENERAL ADMINISTRATIVO DE TURISMO,1,"56,094","56,094"
DIRECTOR GENERAL ADMVO DE DESARROLLO E INTEGRAC SOCIAL,1,"62,664","62,664"
DIRECTOR GENERAL DE ABASTECIMIENTOS,1,"75,727","75,727"
DIRECTOR GENERAL DE ADMON Y DESARROLLO DE PERSONAL,1,"78,235","78,235"
DIRECTOR GENERAL DE ANALISIS Y CONTEXTO,1,"70,017","70,017"
DIRECTOR GENERAL DE AREAS AUXILIARES,1,"56,094","56,094"
DIRECTOR GENERAL DE ASUNTOS AGRARIOS,1,"50,402","50,402"
DIRECTOR GENERAL DE ATENCIÓN A LA COMUNIDAD EDUCATIVA,1,"47,106","47,106"
DIRECTOR GENERAL DE AUDITORIA INTERNA,1,"78,235","78,235"
DIRECTOR GENERAL DE AVERIGUACIONES ESPECIALIZADAS,1,"88,435","88,435"
DIRECTOR GENERAL DE CIENCIA Y DESARROLLO TECNOLOGICO,1,"70,017","70,017"
DIRECTOR GENERAL DE COMERCIALIZACION,1,"56,094","56,094"
DIRECTOR GENERAL DE COMERCIO Y MERCADO INTERNO,1,"62,664","62,664"
DIRECTOR GENERAL DE COMUNICACION SOCIAL,2,"50,402","93,961"
DIRECTOR GENERAL DE CONSERVACION Y BIODIVERSIDAD,1,"62,664","62,664"
DIRECTOR GENERAL DE CONTRALORÍA,1,"52,580","52,580"
DIRECTOR GENERAL DE CONTRALORIA SOC Y VINCUL INSTITUC,1,"62,664","62,664"
DIRECTOR GENERAL DE CONTRALORIA Y VISITADURIA,1,"56,094","56,094"
DIRECTOR GENERAL DE CONTROL DE PROCESOS Y AUDIENCIAS,1,"88,435","88,435"
DIRECTOR GENERAL DE CONTROL Y EVAL A ORGANISMOS PARAEST,1,"62,664","62,664"
DIRECTOR GENERAL DE CONTROL Y EVALUACION A DEP DEL EJEC,1,"62,664","62,664"
DIRECTOR GENERAL DE COORD JURIDICA Y DE CONTROL INTERNO,1,"62,664","62,664"
DIRECTOR GENERAL DE DESARROLLO CULTURAL Y ARTISTICO,1,"56,094","56,094"
DIRECTOR GENERAL DE DESARROLLO MUNICIPAL,1,"62,664","62,664"
DIRECTOR GENERAL DE DESARROLLO SECTORIAL Y VINCULACION,1,"56,094","56,094"
DIRECTOR GENERAL DE DESARROLLO SOCIAL,1,"70,017","70,017"
DIRECTOR GENERAL DE DESARROLLO Y SECTORES PRODUCTIVOS,1,"62,664","62,664"
DIRECTOR GENERAL DE EDUCACION EN VALORES,1,"52,580","52,580"
DIRECTOR GENERAL DE EDUCACIÓN MEDIA SUPERIOR,1,"52,580","52,580"
DIRECTOR GENERAL DE EDUCACION NORMAL,1,"52,580","52,580"
DIRECTOR GENERAL DE EDUCACIÓN PERMANENTE,1,"52,580","52,580"
DIRECTOR GENERAL DE EDUCACIÓN PREESCOLAR,1,"47,106","47,106"
DIRECTOR GENERAL DE EDUCACIÓN PRIMARIA,1,"47,106","47,106"
DIRECTOR GENERAL DE EDUCACION SUPERIOR INVEST Y POSTG,1,"70,017","70,017"
DIRECTOR GENERAL DE EGRESOS,1,"78,235","78,235"
DIRECTOR GENERAL DE ENLACE INST PARA EL DES REG,1,"62,664","62,664"
DIRECTOR GENERAL DE ENLACE MUNICIPAL,1,"62,664","62,664"
DIRECTOR GENERAL DE ESTRATEGIAS SOCIALES,1,"62,664","62,664"
DIRECTOR GENERAL DE ESTUDIOS ESTRATEGICOS Y DESAR POLITICO,1,"50,402","50,402"
DIRECTOR GENERAL DE ESTUDIOS LEGISLATIVOS Y ACUERD GUBER,1,"62,664","62,664"
DIRECTOR GENERAL DE EVALUACIÓN EDUCATIVA,1,"47,106","47,106"
DIRECTOR GENERAL DE FOMEN AGROPECUARIO Y HORTOFRUT,1,"62,664","62,664"
DIRECTOR GENERAL DE GESTION Y FOMENTO DE INFRAESTRUC,1,"62,664","62,664"
DIRECTOR GENERAL DE GOBIERNO,1,"70,017","70,017"
DIRECTOR GENERAL DE INFRAESTRUCTURA CARRETERA,1,"62,664","62,664"
DIRECTOR GENERAL DE INFRAESTRUCTURA RURAL,1,"62,664","62,664"
DIRECTOR GENERAL DE INFRAESTRUCTURA VIAL,1,"62,664","62,664"
DIRECTOR GENERAL DE INGRESOS,1,"78,235","78,235"
DIRECTOR GENERAL DE INNOVACION EMPRESARIAL Y SOCIAL,1,"70,017","70,017"
DIRECTOR GENERAL DE INNOVACION Y GOBIERNO DIGITAL,1,"70,017","70,017"
DIRECTOR GENERAL DE INVERSION PUBLICA,1,"70,017","70,017"
DIRECTOR GENERAL DE MEJORA REGULATORIA,1,"62,664","62,664"
DIRECTOR GENERAL DE MONITOREO Y EVALUACION,1,"70,017","70,017"
DIRECTOR GENERAL DE OBRAS PUBLICAS,1,"70,017","70,017"
DIRECTOR GENERAL DE OPERACION,1,"70,017","70,017"
DIRECTOR GENERAL DE PATRIMONIO CULTURAL,1,"56,094","56,094"
DIRECTOR GENERAL DE PERSONAL,1,"65,679","65,679"
DIRECTOR GENERAL DE PLANEAC Y DESARROLLO DE DESTINOS TUR,1,"62,664","62,664"
DIRECTOR GENERAL DE PLANEACION,2,"62,664","70,017"
DIRECTOR GENERAL DE PLANEACION DE DESARROLLO RURAL,1,"56,094","56,094"
DIRECTOR GENERAL DE PLANEACION E INNOVACION,1,"62,664","62,664"
DIRECTOR GENERAL DE PLANEACION Y GESTION URBANA SUSTENTABLE,1,"62,664","62,664"
DIRECTOR GENERAL DE PLANEACION Y PROFESIONALIZACION,1,"62,664","62,664"
DIRECTOR GENERAL DE POLITICA SOCIAL,1,"70,017","70,017"
DIRECTOR GENERAL DE PREVISION SOCIAL,1,"62,664","62,664"
DIRECTOR GENERAL DE PROGRAM PRESUPUESTO Y EVAL DEL GASTO PUB,1,"78,235","78,235"
DIRECTOR GENERAL DE PROGRAMAS REGIONALES,1,"56,094","56,094"
DIRECTOR GENERAL DE PROGRAMAS SOCIALES,1,"70,017","70,017"
DIRECTOR GENERAL DE PROMOCION INTERNACIONAL,1,"62,664","62,664"
DIRECTOR GENERAL DE PROMOCION TURISTICA,1,"62,664","62,664"
DIRECTOR GENERAL DE PROMOCION Y FOMENTO RURAL,1,"62,664","62,664"
DIRECTOR GENERAL DE PROTECCION Y GESTION AMBIENTAL,1,"62,664","62,664"
DIRECTOR GENERAL DE PROYECTOS DE INVERSION,1,"62,664","62,664"
DIRECTOR GENERAL DE PROYECTOS DE OBRA PUBLICA,1,"70,017","70,017"
DIRECTOR GENERAL DE PROYECTOS DE POLITICAS PUBLICAS A,4,"62,664","62,664"
DIRECTOR GENERAL DE REC HUMANOS FINANC Y MATERIALES,2,"56,094","56,094"
DIRECTOR GENERAL DE REG PUBLICO DE LA PROPIEDAD Y COMER,1,"56,094","56,094"
DIRECTOR GENERAL DE REGIONES PRIORITARIAS,1,"62,664","62,664"
DIRECTOR GENERAL DE REGISTRO CIVIL,1,"56,094","56,094"
DIRECTOR GENERAL DE SEGURIDAD VIAL,1,"56,094","56,094"
DIRECTOR GENERAL DE SERVICIOS ADMINISTRATIVOS,1,"78,235","78,235"
DIRECTOR GENERAL DE SERVICIOS EDUCATIVOS REGIONALES,1,"42,280","42,280"
DIRECTOR GENERAL DE TECNOLOGIAS DE INFORMACION,1,"58,759","58,759"
DIRECTOR GENERAL DE TRANSPORTE PUBLICO,1,"70,017","70,017"
DIRECTOR GENERAL DE VERIFICACION Y CONTROL DE OBRA,1,"62,664","62,664"
DIRECTOR GENERAL DE VINCULACIÓN,1,"47,106","47,106"
DIRECTOR GENERAL DE VINCULACION ADMINISTRATIVA,1,"70,017","70,017"
DIRECTOR GENERAL DE VISITADURIA,1,"62,664","62,664"
DIRECTOR GENERAL DE ZONA NORTE,1,"88,435","88,435"
DIRECTOR GENERAL DE ZONA SUR,1,"88,435","88,435"
DIRECTOR GENERAL DEL CENTRO DE PREVENCION,1,"56,094","56,094"
DIRECTOR GENERAL DEL INST DE FORMACION Y PROFESIONALIZ,1,"56,094","56,094"
DIRECTOR GENERAL DEL INSTITUTO DE ACUACULTURA Y PESCA,1,"62,664","62,664"
DIRECTOR GENERAL DEL SERVICIO NACIONAL DE EMPLEO,1,"62,664","62,664"
DIRECTOR GENERAL DEL TRABAJO,1,"62,664","62,664"
DIRECTOR GENERAL FORESTAL Y DE SUSTENTABILIDAD,1,"62,664","62,664"
DIRECTOR GENERAL JURIDICO DE INFRAESTRUCTURA,1,"56,094","56,094"
DIRECTOR GENERAL JURIDICO DE LA CONTRALORIA,1,"62,664","62,664"
DIRECTOR GENERAL JURIDICO DE MOVILIDAD,1,"56,094","56,094"
DIRECTOR GENERAL JURIDICO DE SECRETARIA GENERAL,1,"62,664","62,664"
DIRECTOR GENERAL JURIDICO DE SEMADET,1,"56,094","56,094"
DIRECTOR GENERAL JURIDICO DE SEPAF,1,"70,017","70,017"
DIRECTOR GENERAL NIVEL 22,5,"34,487","34,487"
DIRECTOR GENERAL NIVEL 27,1,"58,759","58,759"
DIRECTOR GENERAL OPERATIVO DE POLICIA VIAL,1,"56,094","56,094"
DIRECTOR GENERAL P/EL COMBATE A LOS DELITOS PATRIMONIALES,1,"88,435","88,435"
DIRECTOR GENERAL RECURSOS MATERIALES Y SERVICIOS GENERALES,1,"52,580","52,580"
DIRECTOR GENERAL SECTORIAL,1,"62,664","62,664"
DIRECTOR GENERAL SEGUIM EVALUACION Y DESARROLLO INSTITU,1,"62,664","62,664"
DIRECTOR GENRAL DE PLANEACION EDUCATIVA,1,"47,106","47,106"
DIRECTOR GRAL DE ATN DELIT CTRA LA INDEMN SEX Y INTG DE PERS,1,"88,435","88,435"
DIRECTOR GRAL DE LA UNID DE PLANEAC Y EVALUAC DE POLITICAS,1,"56,094","56,094"
DIRECTOR GRAL DE PLANEACION Y ORDENAMIENTO TERRITORIAL,1,"62,664","62,664"
DIRECTOR GRAL DE POLITICA PUBLICA Y GOBERNANZA AMBIENTAL,1,"62,664","62,664"
DIRECTOR GRAL DE PROMOCION Y SEG AL COMBATE A LA CORRUPCION,1,"62,664","62,664"
DIRECTOR GRAL DEL CTRO DE INTELIGENCIA Y COMUNIC P/SEG,1,"56,094","56,094"
DIRECTOR GRAL DEL CTRO ESTATAL DE EVAL Y CONTROL DE CONF,1,"56,094","56,094"
DIRECTOR GRAL DEL CTRO VINCUL Y SEG A LA DEFEN DE DER HUM,1,"50,402","50,402"
DIRECTOR GRAL DEL INSTITUTO JALISCIENSE PARA LOS MIGRANTES,1,"56,094","56,094"
DIRECTOR GRAL. EDUCACION PARA EQUIDAD Y FORMACION INTEGRAL,1,"47,106","47,106"
DIRECTOR JURIDICO DEL SISTEMA PENITENCIARIO,1,"33,687","33,687"
DIRECTOR MAESTRO DE TELESECUNDARIA FORANEO.,175,"24,297","80,757"
DIRECTOR OPERATIVO DE LA UNIDAD DE TRANSPARENCIA,1,"30,883","30,883"
DIRECTOR PARA CENTRO DE DESARROLLO INFANTIL,5,"14,823","14,823"
DIRECTOR TITULAR DE LA BANDA DE MUSICA DEL ESTADO,1,"24,638","24,638"
DIRECTORA DE ATENCION AL REZAGO EDUCATIVO,1,"30,883","30,883"
"DIRECTORA DE AUDITORIA ""A""",1,"34,487","34,487"
DIRECTORA DE COORDINACION DE CARRERA MAGISTERIAL.,1,"38,208","38,208"
DIRECTORA DE EDUCACION INDIGENA,1,"38,208","38,208"
DIRECTORA DE JARDIN DE NINOS,503,"10,272","52,824"
DIRECTORA DE JARDIN DE NINOS FORANEA.,942,"10,272","52,825"
DIRECTORA DEL VOLUNTARIADO Y RELACIONES PÚBLICAS,1,"30,883","30,883"
DIRECTORA GENERAL DE ASUNTOS JURIDICOS.,1,"52,580","52,580"
DIRECTORA GESTION Y EVALUACION DE PROFESIONALES DE LA EDUCAC,1,"30,883","30,883"
DIRECTORA PARA CENTROS DE DESARROLLO INFANTIL.,8,"14,971","44,065"
DISEÑADOR,4,"10,135","13,512"
DISEÑADOR GRAFICO,2,"15,117","15,117"
DISEÑADOR GRAFICO A,10,"15,905","15,905"
ECONOMO,1,"7,412","7,412"
ECONOMO (PARA USO EXCLUSIVO DE PLANTELES),5,"7,376","7,376"
EDITOR,2,"7,594","7,594"
EDUCADORA PARA CENDI,48,"11,437","21,599"
EDUCADORA PARA CENTROS DE DESARROLLO INFANTIL.,75,"11,437","41,431"
EJECUTIVO DE CUENTA,8,"21,675","21,675"
EJECUTOR FISCAL,28,"15,117","15,117"
ENCARGADO DE ALMACEN,5,"10,496","13,992"
ENCARGADO DE AREA A,78,"11,031","14,705"
ENCARGADO DE AREA B,67,"10,496","13,992"
ENCARGADO DE AREA C,35,"12,989","12,989"
ENCARGADO DE COMBUSTIBLES,1,"13,992","13,992"
ENCARGADO DE CONTROL DE VEHICULOS,1,"13,992","13,992"
ENCARGADO DE CUADRILLA,7,"12,122","12,122"
ENCARGADO DE EDUCACION P/LA SALUD Y MEDIO AMBIENTE,1,"15,905","15,905"
ENCARGADO DE INTENDENCIA,3,"11,725","11,725"
ENCARGADO DE MANTENIMIENTO CARRETERO,5,"13,992","13,992"
ENCARGADO DE MODALIDADES,3,"15,905","15,905"
ENCARGADO DE PROMOCION Y SUPERVISION,4,"15,905","15,905"
ENCARGADO DE SECCION,82,"11,031","14,705"
ENCARGADO DE SUPERVISION Y COSTOS,1,"16,102","16,102"
ENCARGADO DE VIVERO,4,"13,992","13,992"
ENCARGADO DEL ARCHIVO DE LA DRSE 3,1,"11,458","11,458"
ENCARGADO DEL CENTRO DE INFORMACION DOCUMENTAL,2,"15,117","15,117"
ENFERMERA,49,"7,206","12,989"
ENFERMERA B,3,"12,308","12,308"
ENFERMERA ESPECIALISTA A,1,"11,337","11,337"
ENFERMERA ESPECIALIZADA,8,"7,412","8,732"
ENFERMERA GENERAL TITULADA A,8,"10,316","10,316"
ENLACE DE TRAMOYA,1,"15,905","15,905"
ESPECIALISTA ADMINISTRATIVO,8,"21,675","21,675"
ESPECIALISTA ADMINISTRATIVO A,2,"19,239","19,239"
ESPECIALISTA B,117,"10,496","13,992"
ESPECIALISTA C,7,"13,512","13,512"
ESPECIALISTA DE PROYECTOS ESPECIALES,20,"24,638","24,638"
ESPECIALISTA DE PSICOPEDAGOGIA,1,"24,533","24,533"
ESPECIALISTA DE SERVICIO NAVAL,1,"8,438","8,438"
ESPECIALISTA EDUCATIVO,140,"9,440","9,440"
ESPECIALISTA EN ENLACE JURIDICO OPERATIVO Y ADMINISTRATIVO,1,"70,017","70,017"
ESPECIALISTA EN GESTION Y FOMENTO DE INFRAESTRUCTURA,2,"21,675","21,675"
ESPECIALISTA EN POLITICA SALARIAL,7,"27,098","27,098"
ESPECIALISTA EN POLITICA SALARIAL A,2,"30,410","30,410"
ESPECIALISTA EN REDES Y TELECOMUNICACIONES,7,"21,675","21,675"
ESPECIALISTA EN RELACIONES LABORALES,3,"24,638","24,638"
ESPECIALISTA OPERATIVO,80,"15,117","15,117"
ESPECIALISTA TECNICO,114,"8,278","8,278"
EVALUADOR DE MEDIDAS CAUTELARES,7,"15,375","15,375"
EVALUADOR DE PROYECTOS,1,"16,102","16,102"
EVALUADOR EN CONTROL DE CONFIANZA,179,"19,239","19,239"
FACILITADOR DE METODOS ALTERNOS DE SOLUCION DE CONFLICTOS,62,"18,077","18,077"
FISCAL CENTRAL,1,"124,828","124,828"
FISCAL DE DERECHOS HUMANOS,1,"101,505","101,505"
FISCAL DE REINSERCION SOCIAL,1,"109,148","109,148"
FISCAL ESPECIAL EN MATERIA DE DELITOS ELECTORALES,1,"101,505","101,505"
FISCAL ESPECIALIZADO EN COMBATE A LA CORRUPCIÓN,1,"155,103","155,103"
FISCAL ESPECIALIZADO EN PERSONAS DESAPARECIDAS,1,"109,148","109,148"
FISCAL GENERAL DEL ESTADO,1,"155,103","155,103"
FISCAL REGIONAL,1,"124,828","124,828"
FORMADOR DE INGLES,32,"29,352","29,352"
FOTOGRAFO A,4,"14,705","14,705"
FOTOGRAFO B,4,"13,512","13,512"
GESTOR,3,"15,117","15,117"
GESTOR A,1,"11,031","11,031"
GOBERNADOR DEL ESTADO,1,"166,195","166,195"
"GUARDIAN ""A""",16,"6,999","6,999"
HORAS DE ACOMPANANTE DE MUSICA PARA JARDIN DE NINOS FORANEO,0,368,670
HORAS DE ACOMPAÑANTE DE MUSICA PARA JARDIN DE NIÑOS,0,368,500
HORAS DE ADIESTRAMIENTO DE SECUNDARIAS TECNICAS PARA FORTALE,0,404,"1,593"
HORAS DE ARRAIGO MAESTRO DE TELESECUNDARIA,0,401,524
HORAS DE ASOCIADO A,0,360,360
HORAS DE ASOCIADO B,0,405,405
HORAS DE ASOCIADO C,0,455,455
HORAS DE AYUDANTE A FORANEO.,0,343,448
HORAS DE EDUCACION FISICA PARA FORTALECIMIENTO CURRICULAR,0,418,"1,648"
HORAS DE ENSENANZA DE ADIESTRAMIENTO DE SECUNDARIAS GENERALE,0,404,"1,006"
HORAS DE ENSENANZA DE ADIESTRAMIENTO DE SECUNDARIAS TECNICAS,0,418,"1,680"
HORAS DE ENSENANZA DE SECUNDARIA TECNICA PARA FORTALECIMIENT,0,418,"2,151"
HORAS DE ENSENANZA SECUNDARIA PARA FORTALECIMIENTO CURRICULA,0,418,"1,680"
HORAS DE ENSENANZAS ARTISTICAS Y MUSICALES DE POSTPRIMARIAS,0,418,569
HORAS DE INSTRUCTOR DE CAPACITACION PARA Y EN EL TRABAJO PA,0,418,418
HORAS DE MAESTRO DE TELESECUNDARIA FORANEO,0,418,"1,648"
HORAS DE TELESECUNDARIA PARA FORTALECIMIENTO CURRICULAR,0,418,"1,648"
HORAS DE TITULAR A,0,525,525
HORAS DE TITULAR B,0,621,621
HORAS DE TITULAR C,0,734,734
INGENIERO,4,"15,117","15,117"
INGENIERO EN TELECOMUNICACIONES,5,"21,675","21,675"
INGENIERO ESPECIALIZADO EN SISTEMAS DE LA FISCALIA GENERAL,1,"19,539","19,539"
INSP DE ADIEST. PRIM.,1,"13,259","13,259"
INSP DE BIBLIO Y MUSEOS,1,"9,487","9,487"
INSPECTOR,40,"11,930","15,905"
INSPECTOR BILINGUE DE EDUCACION PRIMARIA INDIGENA,6,"18,766","27,884"
INSPECTOR BILINGUE DE EDUCACION PRIMARIA INDIGENA 2DA PLAZA,1,"17,839","17,839"
INSPECTOR DE EDUCACION BASICA PARA ADULTOS FORANEO,2,"5,156","10,112"
INSPECTOR DE EDUCACION FISICA,8,"27,042","27,042"
INSPECTOR DE ENSENANZAS MUSICALES PARA JARDIN DE NINOS EN EL,1,"8,135","8,135"
INSPECTOR DE ESCUELA NORMAL,1,"19,722","19,722"
INSPECTOR DE MISIONES CULTURALES MAESTRO NORMALISTA URBANO,1,"18,380","18,380"
INSPECTOR DE SECUNDARIA DT.,27,"24,369","61,619"
INSPECTOR DE SEGURIDAD PUBLICA,6,"24,858","24,858"
INSPECTOR DE ZONA DE ENSENANZA PRIMARIA,157,"18,765","60,303"
INSPECTOR DE ZONA DE ENSENANZA PRIMARIA FORANEO.,253,"18,766","61,474"
INSPECTOR DE ZONA DE ENSEÑANZA PRIMARIA FORANEO. 2DA PLAZA,241,"17,663","23,047"
INSPECTOR DE ZONA DE TELESECUNDARIA FORANEO,55,"25,512","110,700"
INSPECTOR GENERAL DE CUSTODIA DE INSTALACIONES VITALES,1,"45,490","45,490"
INSPECTOR GENERAL DE LA FUERZA UNICA METROPOLITANA,1,"50,402","50,402"
INSPECTOR GENERAL DE LA POLICIA RURAL,1,"50,402","50,402"
INSPECTOR GENERAL DE RECLUSORIO PUERTO VALLARTA,1,"37,358","37,358"
INSPECTOR GENERAL DE SECTOR DE JARDIN DE NINOS,12,"20,961","87,894"
INSPECTOR GENERAL DE SECTOR DE JARDIN DE NINOS FORANEO.,22,"20,962","67,362"
INSPECTOR GENERAL DE SECTOR DE JARDIN DE NIÑOS FORANEO 2DA P,21,"19,723","25,736"
INSPECTOR GENERAL DE SECUNDARIAS TECNICAS.,25,"27,042","89,880"
INSPECTOR GENERAL DE SEGUNDA ENSENANZA FORANEO.,20,"27,042","89,880"
INSPECTOR GENERAL DEL CTRO INTEGRAL DE JUSTICIA REGIONAL,10,"34,578","34,578"
INSPECTOR GENERAL DEL RECLUSORIO ZONA SUR,1,"37,358","37,358"
INSPECTOR GENERAL OPERATIVO DE LA ACADEMIA,1,"33,687","33,687"
INSPECTOR GRAL DE INTELIGENCIA TACTICA Y ESTRATEGIAS POLICIA,1,"45,490","45,490"
INSPECTOR JEFE DE SEGURIDAD PUBLICA,4,"27,872","27,872"
INSPECTOR JEFE DE VIALIDAD,9,"27,872","27,872"
INSPECTOR JEFE DEL CENTRO DE ATENCION INTEGRAL JUVENIL,1,"27,872","27,872"
INSPECTOR JEFE DEL CENTRO DE REINSERCION FEMENIL,1,"27,872","27,872"
INSPECTOR JEFE DEL CENTRO DE REINSERCION SOCIAL,1,"27,872","27,872"
INSPECTOR JEFE DEL CENTRO INTEGRAL DE JUSTICIA REGIONAL,1,"22,233","22,233"
INSPECTOR JEFE DEL CTRO DE OBSERV CLASIF Y DIAGNOSTICO,1,"27,872","27,872"
INSPECTOR JEFE DEL RECLUSORIO PUERTO VALLARTA,1,"27,872","27,872"
INSPECTOR NORMALISTA DE EDUCACION FISICA FORANEA,60,"27,042","89,880"
INSPECTORA DE JARDINES DE NINOS,108,"18,765","60,303"
INSPECTORA DE JARDINES DE NINOS FORANEA.,198,"18,766","78,687"
INSPECTORA DE JARDINES DE NIÑOS FORANEA. 2DA PLAZA,166,"17,663","23,047"
INSTRUCTOR A,2,"15,117","15,117"
INSTRUCTOR ESCOLAR,22,641,"9,619"
INSTRUCTOR ESCOLAR A,23,537,"7,515"
INSTRUCTOR ESCOLAR B,16,"1,060","6,628"
INSTRUCTOR EXTERNO A,8,"11,337","15,117"
INSTRUCTOR EXTERNO B,2,"14,705","14,705"
INSTRUCTOR INTERNO B,11,"13,992","13,992"
INSTRUCTOR INTERNO C,19,"10,135","13,512"
INTEGRANTE DEL GRUPO ESPECIALIZADO DE BUSQUEDA,6,"14,705","14,705"
"INTENDENTE ""A""",12,"6,312","6,312"
INVESTIGADOR,1,"27,098","27,098"
INVESTIGADOR DE PROYECTOS ESPECIALES,14,"17,636","17,636"
INVITADOR A METODOS ALTERNOS DE SOLUCION DE CONFLICTOS,9,"13,992","13,992"
JARDINERO,7,"8,796","11,725"
JEFATURA DE INFORMACION,1,"17,636","17,636"
JEFE A DE UNIDAD DEPARTAMENTAL,29,"19,239","19,239"
JEFE ADMINISTRATIVO DEL TRIBUNAL,1,"20,324","20,324"
JEFE B DE UNIDAD DEPARTAMENTAL,54,"17,636","17,636"
JEFE C DE UNIDAD DEPARTAMENTAL,14,"16,102","16,102"
JEFE DE ALMACEN DE EVIDENCIAS,4,"16,868","16,868"
JEFE DE AYUDANTES,1,"30,410","30,410"
JEFE DE BRIGADA,2,"12,122","12,122"
JEFE DE CONTABILIDAD DEL CEPAJ,1,"19,239","19,239"
JEFE DE DEPARTAMENTO,58,"14,133","24,533"
JEFE DE DEPARTAMENTO A,10,"15,905","15,905"
JEFE DE DEPARTAMENTO DE INTEGRACION SOCIAL,1,"17,636","17,636"
JEFE DE DEPARTAMENTO DE MANTENIMIENTO,1,"17,213","17,213"
JEFE DE DEPARTAMENTO DE PROGRAMAS FEDERALES,1,"17,213","17,213"
JEFE DE DEPARTAMENTO DE TELECOMUNICACIONES,1,"27,098","27,098"
JEFE DE DEPARTAMENTO DEL SISTEMA 066,1,"27,098","27,098"
JEFE DE DEPARTAMENTO JURIDICO,3,"17,636","17,636"
JEFE DE DEPARTAMENTO NIVEL 12,21,"14,750","14,750"
JEFE DE DEPARTAMENTO NIVEL 15,11,"15,675","15,675"
JEFE DE DEPARTAMENTO NIVEL 16,24,"17,213","17,213"
JEFE DE DEPARTAMENTO NIVEL 17,17,"19,532","19,532"
JEFE DE DEPARTAMENTO NIVEL 18,13,"22,186","22,186"
JEFE DE DEPARTAMENTO OPERATIVO,1,"21,675","21,675"
JEFE DE DEPARTAMENTO TECNICO,5,"17,636","17,636"
JEFE DE DESARROLLO DE SISTEMAS,6,"21,675","21,675"
JEFE DE DESARROLLO INSTITUCIONAL DEL CEPAJ,1,"24,638","24,638"
JEFE DE DPTO ADMVO Y DE SERVICIOS DE PUBLICACIONES,1,"21,675","21,675"
JEFE DE DPTO DE SERV PRIVADOS DE SEGURIDAD,1,"17,636","17,636"
JEFE DE ENSENANZA SECUNDARIA FORANEO.,2,"25,512","110,700"
JEFE DE ENSENANZA SECUNDARIA TECNICA FORANEO,27,"25,512","110,700"
JEFE DE GABINETE DEL PODER EJECUTIVO,1,"132,526","132,526"
JEFE DE INVESTIGACION Y EPIDEMIOLOGIA DE CEPAJ,1,"24,638","24,638"
JEFE DE LA UNIDAD DEPARTAMENTAL DE AUDITORIAS,1,"22,186","22,186"
"JEFE DE MESA ""A""",6,"7,350","7,350"
JEFE DE MISION CULTURAL,3,"11,694","11,694"
JEFE DE MISION CULTURAL MAESTRO NORMALISTA URBANO TITULADO,7,"12,894","22,462"
JEFE DE OFICINA,399,"8,042","9,083"
"JEFE DE OFICINA ""A""",2,"10,373","10,373"
JEFE DE OFICINA A,54,"11,930","15,905"
JEFE DE OFICINA B,13,"11,930","15,905"
JEFE DE OFICINA DE MONITOREO,1,"21,675","21,675"
JEFE DE OFICINA DE PUBLICACIONES,2,"24,638","24,638"
JEFE DE OFICINA DE PUBLICIDAD,1,"21,675","21,675"
JEFE DE OFICINA DE RECAUDACION FISCAL A,12,"17,636","17,636"
JEFE DE OFICINA DE RECAUDACION FISCAL B,9,"16,102","16,102"
JEFE DE OFICINA DE RECAUDACION FISCAL C,93,"15,905","15,905"
JEFE DE OFICINA RECAUDADORA,12,"21,675","21,675"
JEFE DE SECTOR DE EDUCACION PRIMARIA,27,"20,961","67,360"
JEFE DE SECTOR DE EDUCACION PRIMARIA FORANEO.,26,"20,962","67,362"
